id,isResult,h,a,goals,xG,datetime,forecast
26639,True,73,80,"{'h': '0', 'a': '1'}","{'h': '1.53731', 'a': '0.932726'}",2024-09-14 19:00:00,"{'w': '0.5298', 'd': '0.2902', 'l': '0.18'}"
26640,True,82,83,"{'h': '0', 'a': '1'}","{'h': '0.792595', 'a': '1.1209'}",2024-09-15 13:00:00,"{'w': '0.234', 'd': '0.3157', 'l': '0.4503'}"
26641,True,229,86,"{'h': '1', 'a': '2'}","{'h': '1.46969', 'a': '1.48343'}",2024-09-15 15:30:00,"{'w': '0.3576', 'd': '0.2692', 'l': '0.3732'}"
26642,True,81,80,"{'h': '0', 'a': '3'}","{'h': '0.758267', 'a': '2.39727'}",2024-09-21 11:30:00,"{'w': '0.0778', 'd': '0.15', 'l': '0.7722'}"
26643,True,74,285,"{'h': '1', 'a': '1'}","{'h': '2.89813', 'a': '1.645'}",2024-09-21 14:00:00,"{'w': '0.6951', 'd': '0.1778', 'l': '0.1271'}"
26644,True,75,72,"{'h': '1', 'a': '1'}","{'h': '1.33793', 'a': '1.82377'}",2024-09-21 14:00:00,"{'w': '0.2591', 'd': '0.2621', 'l': '0.4788'}"
26645,True,87,73,"{'h': '3', 'a': '0'}","{'h': '2.43731', 'a': '1.46979'}",2024-09-21 14:00:00,"{'w': '0.597', 'd': '0.2063', 'l': '0.1967'}"
26646,True,228,86,"{'h': '3', 'a': '1'}","{'h': '3.21141', 'a': '1.09768'}",2024-09-21 14:00:00,"{'w': '0.8274', 'd': '0.1124', 'l': '0.0602'}"
26647,True,71,229,"{'h': '3', 'a': '1'}","{'h': '2.37351', 'a': '0.520117'}",2024-09-21 14:00:00,"{'w': '0.8449', 'd': '0.1134', 'l': '0.0417'}"
26648,True,82,244,"{'h': '3', 'a': '1'}","{'h': '3.89481', 'a': '0.893565'}",2024-09-21 14:00:00,"{'w': '0.9397', 'd': '0.0464', 'l': '0.0139'}"
26649,True,78,89,"{'h': '0', 'a': '0'}","{'h': '1.66928', 'a': '2.35056'}",2024-09-21 16:30:00,"{'w': '0.2248', 'd': '0.2317', 'l': '0.5435'}"
26650,True,220,249,"{'h': '2', 'a': '2'}","{'h': '1.56836', 'a': '1.36923'}",2024-09-22 13:00:00,"{'w': '0.3886', 'd': '0.31', 'l': '0.3014'}"
26651,True,88,83,"{'h': '2', 'a': '2'}","{'h': '2.75588', 'a': '1.28411'}",2024-09-22 15:30:00,"{'w': '0.72', 'd': '0.1782', 'l': '0.1018'}"
26652,True,86,88,"{'h': '1', 'a': '1'}","{'h': '1.34344', 'a': '1.26516'}",2024-09-28 11:30:00,"{'w': '0.3867', 'd': '0.2946', 'l': '0.3187'}"
26653,True,249,228,"{'h': '0', 'a': '1'}","{'h': '0.614351', 'a': '1.43592'}",2024-09-28 14:00:00,"{'w': '0.1181', 'd': '0.2591', 'l': '0.6228'}"
26654,True,72,78,"{'h': '2', 'a': '1'}","{'h': '1.10959', 'a': '1.12358'}",2024-09-28 14:00:00,"{'w': '0.3388', 'd': '0.3145', 'l': '0.3467'}"
26655,True,83,75,"{'h': '4', 'a': '2'}","{'h': '6.05305', 'a': '0.337909'}",2024-09-28 14:00:00,"{'w': '0.9988', 'd': '0.0009', 'l': '0.0003'}"
26656,True,244,81,"{'h': '1', 'a': '1'}","{'h': '0.370222', 'a': '0.878617'}",2024-09-28 14:00:00,"{'w': '0.1512', 'd': '0.3899', 'l': '0.4589'}"
26657,True,80,220,"{'h': '4', 'a': '2'}","{'h': '3.65839', 'a': '1.20712'}",2024-09-28 14:00:00,"{'w': '0.8777', 'd': '0.0846', 'l': '0.0377'}"
26658,True,229,87,"{'h': '1', 'a': '2'}","{'h': '0.748925', 'a': '2.11724'}",2024-09-28 16:30:00,"{'w': '0.0583', 'd': '0.1722', 'l': '0.7695'}"
26659,True,285,71,"{'h': '2', 'a': '2'}","{'h': '1.84608', 'a': '1.14494'}",2024-09-29 13:00:00,"{'w': '0.5579', 'd': '0.2508', 'l': '0.1913'}"
26660,True,89,82,"{'h': '0', 'a': '3'}","{'h': '0.600721', 'a': '5.4072'}",2024-09-29 15:30:00,"{'w': '0.0007', 'd': '0.0037', 'l': '0.9956'}"
26661,True,73,74,"{'h': '3', 'a': '1'}","{'h': '1.44215', 'a': '0.696068'}",2024-09-30 19:00:00,"{'w': '0.5743', 'd': '0.2732', 'l': '0.1525'}"
26662,True,78,87,"{'h': '0', 'a': '1'}","{'h': '0.609481', 'a': '2.07332'}",2024-10-05 11:30:00,"{'w': '0.0716', 'd': '0.1652', 'l': '0.7632'}"
26663,True,75,73,"{'h': '1', 'a': '0'}","{'h': '0.912063', 'a': '1.94963'}",2024-10-05 14:00:00,"{'w': '0.1209', 'd': '0.225', 'l': '0.6541'}"
26664,True,88,228,"{'h': '3', 'a': '2'}","{'h': '1.36684', 'a': '2.75846'}",2024-10-05 14:00:00,"{'w': '0.1266', 'd': '0.1656', 'l': '0.7078'}"
26665,True,81,285,"{'h': '4', 'a': '1'}","{'h': '4.39402', 'a': '1.18463'}",2024-10-05 14:00:00,"{'w': '0.9499', 'd': '0.0394', 'l': '0.0107'}"
26666,True,83,74,"{'h': '3', 'a': '1'}","{'h': '3.25165', 'a': '1.27313'}",2024-10-05 14:00:00,"{'w': '0.8063', 'd': '0.1259', 'l': '0.0678'}"
26667,True,244,229,"{'h': '5', 'a': '3'}","{'h': '4.13513', 'a': '0.696254'}",2024-10-05 14:00:00,"{'w': '0.9617', 'd': '0.03', 'l': '0.0083'}"
26669,True,72,86,"{'h': '0', 'a': '0'}","{'h': '0.692214', 'a': '1.79048'}",2024-10-05 16:30:00,"{'w': '0.0811', 'd': '0.2469', 'l': '0.672'}"
26668,True,80,249,"{'h': '1', 'a': '1'}","{'h': '2.27752', 'a': '1.66654'}",2024-10-06 13:00:00,"{'w': '0.5362', 'd': '0.2216', 'l': '0.2422'}"
26670,True,71,89,"{'h': '0', 'a': '0'}","{'h': '0.532809', 'a': '0.448537'}",2024-10-06 13:00:00,"{'w': '0.2909', 'd': '0.4681', 'l': '0.241'}"
26671,True,220,82,"{'h': '3', 'a': '2'}","{'h': '1.97217', 'a': '1.09279'}",2024-10-06 15:30:00,"{'w': '0.6114', 'd': '0.2216', 'l': '0.167'}"
26672,True,82,81,"{'h': '4', 'a': '1'}","{'h': '1.44052', 'a': '0.858803'}",2024-10-19 11:30:00,"{'w': '0.5079', 'd': '0.2755', 'l': '0.2166'}"
26673,True,228,71,"{'h': '1', 'a': '3'}","{'h': '2.63074', 'a': '1.43595'}",2024-10-19 14:00:00,"{'w': '0.6895', 'd': '0.1842', 'l': '0.1263'}"
26674,True,285,72,"{'h': '0', 'a': '2'}","{'h': '1.174', 'a': '1.60804'}",2024-10-19 14:00:00,"{'w': '0.2478', 'd': '0.2698', 'l': '0.4824'}"
26675,True,89,244,"{'h': '2', 'a': '1'}","{'h': '1.76555', 'a': '0.892843'}",2024-10-19 14:00:00,"{'w': '0.5945', 'd': '0.2395', 'l': '0.166'}"
26676,True,86,220,"{'h': '0', 'a': '1'}","{'h': '1.93657', 'a': '1.6779'}",2024-10-19 14:00:00,"{'w': '0.4377', 'd': '0.2411', 'l': '0.3212'}"
26678,True,74,75,"{'h': '2', 'a': '3'}","{'h': '2.42776', 'a': '2.83826'}",2024-10-19 14:00:00,"{'w': '0.2806', 'd': '0.241', 'l': '0.4784'}"
26680,True,73,83,"{'h': '2', 'a': '0'}","{'h': '2.18419', 'a': '0.740758'}",2024-10-19 16:30:00,"{'w': '0.762', 'd': '0.1786', 'l': '0.0594'}"
26681,True,229,88,"{'h': '1', 'a': '2'}","{'h': '0.761217', 'a': '1.36569'}",2024-10-20 13:00:00,"{'w': '0.2016', 'd': '0.2881', 'l': '0.5103'}"
26679,True,87,80,"{'h': '2', 'a': '1'}","{'h': '2.22517', 'a': '1.33904'}",2024-10-20 15:30:00,"{'w': '0.6225', 'd': '0.2262', 'l': '0.1513'}"
26677,True,249,78,"{'h': '1', 'a': '0'}","{'h': '1.88573', 'a': '0.835001'}",2024-10-21 19:00:00,"{'w': '0.6418', 'd': '0.2131', 'l': '0.1451'}"
26682,True,75,249,"{'h': '1', 'a': '3'}","{'h': '0.832415', 'a': '2.54488'}",2024-10-25 19:00:00,"{'w': '0.0468', 'd': '0.1406', 'l': '0.8126'}"
26683,True,88,74,"{'h': '1', 'a': '0'}","{'h': '3.16286', 'a': '0.369989'}",2024-10-26 14:00:00,"{'w': '0.9467', 'd': '0.0452', 'l': '0.0081'}"
26684,True,71,73,"{'h': '1', 'a': '1'}","{'h': '1.974', 'a': '0.328651'}",2024-10-26 14:00:00,"{'w': '0.8162', 'd': '0.1422', 'l': '0.0416'}"
26685,True,244,285,"{'h': '4', 'a': '3'}","{'h': '4.09663', 'a': '1.65698'}",2024-10-26 14:00:00,"{'w': '0.8503', 'd': '0.0898', 'l': '0.0599'}"
26686,True,220,229,"{'h': '2', 'a': '2'}","{'h': '1.51347', 'a': '1.11074'}",2024-10-26 14:00:00,"{'w': '0.4662', 'd': '0.2703', 'l': '0.2635'}"
26687,True,72,228,"{'h': '1', 'a': '1'}","{'h': '0.884845', 'a': '1.49531'}",2024-10-26 16:30:00,"{'w': '0.1867', 'd': '0.2839', 'l': '0.5294'}"
26688,True,80,86,"{'h': '2', 'a': '1'}","{'h': '1.61794', 'a': '1.74225'}",2024-10-27 14:00:00,"{'w': '0.317', 'd': '0.2757', 'l': '0.4073'}"
26689,True,78,82,"{'h': '1', 'a': '0'}","{'h': '0.978611', 'a': '1.0192'}",2024-10-27 14:00:00,"{'w': '0.3194', 'd': '0.3264', 'l': '0.3542'}"
26690,True,81,89,"{'h': '2', 'a': '1'}","{'h': '2.99312', 'a': '2.62598'}",2024-10-27 14:00:00,"{'w': '0.4816', 'd': '0.2222', 'l': '0.2962'}"
26691,True,83,87,"{'h': '2', 'a': '2'}","{'h': '1.0883', 'a': '1.35346'}",2024-10-27 16:30:00,"{'w': '0.2606', 'd': '0.3127', 'l': '0.4267'}"
26694,True,86,83,"{'h': '1', 'a': '0'}","{'h': '0.859715', 'a': '0.911305'}",2024-11-02 12:30:00,"{'w': '0.3122', 'd': '0.3446', 'l': '0.3432'}"
26692,True,73,88,"{'h': '2', 'a': '1'}","{'h': '2.4493', 'a': '2.3527'}",2024-11-02 15:00:00,"{'w': '0.4071', 'd': '0.2358', 'l': '0.3571'}"
26695,True,285,75,"{'h': '1', 'a': '1'}","{'h': '1.33617', 'a': '2.33858'}",2024-11-02 15:00:00,"{'w': '0.162', 'd': '0.2044', 'l': '0.6336'}"
26696,True,87,220,"{'h': '2', 'a': '1'}","{'h': '1.81037', 'a': '1.01568'}",2024-11-02 15:00:00,"{'w': '0.5793', 'd': '0.2344', 'l': '0.1863'}"
26698,True,249,81,"{'h': '3', 'a': '0'}","{'h': '2.35011', 'a': '0.132317'}",2024-11-02 15:00:00,"{'w': '0.9176', 'd': '0.0732', 'l': '0.0092'}"
26699,True,74,72,"{'h': '1', 'a': '0'}","{'h': '0.540345', 'a': '1.78581'}",2024-11-02 15:00:00,"{'w': '0.0769', 'd': '0.2034', 'l': '0.7197'}"
26701,True,229,78,"{'h': '2', 'a': '2'}","{'h': '1.65018', 'a': '2.64849'}",2024-11-02 17:30:00,"{'w': '0.1625', 'd': '0.2097', 'l': '0.6278'}"
26700,True,82,71,"{'h': '4', 'a': '1'}","{'h': '2.09751', 'a': '2.48749'}",2024-11-03 14:00:00,"{'w': '0.268', 'd': '0.2601', 'l': '0.4719'}"
26697,True,89,80,"{'h': '1', 'a': '1'}","{'h': '2.1605', 'a': '1.21071'}",2024-11-03 16:30:00,"{'w': '0.6277', 'd': '0.2289', 'l': '0.1434'}"
26693,True,228,244,"{'h': '2', 'a': '1'}","{'h': '1.43017', 'a': '0.739231'}",2024-11-04 20:00:00,"{'w': '0.5292', 'd': '0.2933', 'l': '0.1775'}"
26702,True,244,73,"{'h': '3', 'a': '2'}","{'h': '1.56474', 'a': '2.49234'}",2024-11-09 15:00:00,"{'w': '0.1761', 'd': '0.2142', 'l': '0.6097'}"
26706,True,78,228,"{'h': '0', 'a': '2'}","{'h': '1.96037', 'a': '2.25331'}",2024-11-09 15:00:00,"{'w': '0.3182', 'd': '0.233', 'l': '0.4488'}"
26710,True,81,72,"{'h': '0', 'a': '0'}","{'h': '1.1237', 'a': '0.865983'}",2024-11-09 15:00:00,"{'w': '0.4316', 'd': '0.3045', 'l': '0.2639'}"
26711,True,229,74,"{'h': '2', 'a': '0'}","{'h': '0.912781', 'a': '0.792655'}",2024-11-09 15:00:00,"{'w': '0.3679', 'd': '0.3593', 'l': '0.2728'}"
26703,True,220,88,"{'h': '2', 'a': '1'}","{'h': '2.87116', 'a': '2.60334'}",2024-11-09 17:30:00,"{'w': '0.4425', 'd': '0.2309', 'l': '0.3266'}"
26707,True,87,71,"{'h': '2', 'a': '0'}","{'h': '2.68196', 'a': '1.66337'}",2024-11-09 20:00:00,"{'w': '0.6245', 'd': '0.2004', 'l': '0.1751'}"
26704,True,249,86,"{'h': '1', 'a': '3'}","{'h': '1.17852', 'a': '1.86904'}",2024-11-10 14:00:00,"{'w': '0.1929', 'd': '0.2586', 'l': '0.5485'}"
26708,True,89,75,"{'h': '3', 'a': '0'}","{'h': '1.2369', 'a': '0.417295'}",2024-11-10 14:00:00,"{'w': '0.5982', 'd': '0.2945', 'l': '0.1073'}"
26709,True,82,285,"{'h': '1', 'a': '2'}","{'h': '1.75088', 'a': '2.18392'}",2024-11-10 14:00:00,"{'w': '0.2526', 'd': '0.2562', 'l': '0.4912'}"
26705,True,80,83,"{'h': '1', 'a': '1'}","{'h': '1.24067', 'a': '1.9605'}",2024-11-10 16:30:00,"{'w': '0.2027', 'd': '0.2425', 'l': '0.5548'}"
26719,True,75,80,"{'h': '1', 'a': '2'}","{'h': '0.967987', 'a': '2.81658'}",2024-11-23 12:30:00,"{'w': '0.0341', 'd': '0.1172', 'l': '0.8487'}"
26712,True,73,220,"{'h': '1', 'a': '2'}","{'h': '1.91157', 'a': '1.23059'}",2024-11-23 15:00:00,"{'w': '0.5236', 'd': '0.2614', 'l': '0.215'}"
26714,True,83,249,"{'h': '3', 'a': '0'}","{'h': '1.66016', 'a': '0.403136'}",2024-11-23 15:00:00,"{'w': '0.7179', 'd': '0.2107', 'l': '0.0714'}"
26715,True,72,244,"{'h': '0', 'a': '0'}","{'h': '1.5951', 'a': '1.34314'}",2024-11-23 15:00:00,"{'w': '0.4084', 'd': '0.2773', 'l': '0.3143'}"
26716,True,71,78,"{'h': '2', 'a': '2'}","{'h': '3.04455', 'a': '1.61437'}",2024-11-23 15:00:00,"{'w': '0.7188', 'd': '0.1649', 'l': '0.1163'}"
26717,True,228,229,"{'h': '1', 'a': '4'}","{'h': '0.717158', 'a': '1.33903'}",2024-11-23 15:00:00,"{'w': '0.173', 'd': '0.3006', 'l': '0.5264'}"
26720,True,88,82,"{'h': '0', 'a': '4'}","{'h': '2.15899', 'a': '3.30449'}",2024-11-23 17:30:00,"{'w': '0.167', 'd': '0.1774', 'l': '0.6556'}"
26721,True,74,87,"{'h': '2', 'a': '3'}","{'h': '1.53985', 'a': '3.18835'}",2024-11-24 14:00:00,"{'w': '0.0739', 'd': '0.155', 'l': '0.7711'}"
26718,True,285,89,"{'h': '1', 'a': '1'}","{'h': '1.98714', 'a': '1.26912'}",2024-11-24 16:30:00,"{'w': '0.5708', 'd': '0.244', 'l': '0.1852'}"
26713,True,86,81,"{'h': '0', 'a': '2'}","{'h': '1.49781', 'a': '0.942824'}",2024-11-25 20:00:00,"{'w': '0.5237', 'd': '0.2649', 'l': '0.2114'}"
26723,True,220,74,"{'h': '1', 'a': '1'}","{'h': '1.86986', 'a': '0.934969'}",2024-11-29 20:00:00,"{'w': '0.6061', 'd': '0.2296', 'l': '0.1643'}"
26722,True,244,75,"{'h': '4', 'a': '1'}","{'h': '2.21885', 'a': '0.907555'}",2024-11-30 15:00:00,"{'w': '0.7088', 'd': '0.1969', 'l': '0.0943'}"
26725,True,78,86,"{'h': '1', 'a': '1'}","{'h': '2.29595', 'a': '0.020989'}",2024-11-30 15:00:00,"{'w': '0.9419', 'd': '0.0569', 'l': '0.0012'}"
26728,True,249,285,"{'h': '1', 'a': '0'}","{'h': '1.76587', 'a': '0.462771'}",2024-11-30 15:00:00,"{'w': '0.7632', 'd': '0.18', 'l': '0.0568'}"
26731,True,229,73,"{'h': '2', 'a': '4'}","{'h': '0.866034', 'a': '3.07901'}",2024-11-30 15:00:00,"{'w': '0.0264', 'd': '0.0766', 'l': '0.897'}"
26730,True,81,83,"{'h': '2', 'a': '5'}","{'h': '1.23539', 'a': '3.99935'}",2024-11-30 17:30:00,"{'w': '0.0221', 'd': '0.0602', 'l': '0.9177'}"
26724,True,80,71,"{'h': '3', 'a': '0'}","{'h': '1.94939', 'a': '0.875443'}",2024-12-01 13:30:00,"{'w': '0.6442', 'd': '0.2183', 'l': '0.1375'}"
26727,True,89,72,"{'h': '4', 'a': '0'}","{'h': '1.76161', 'a': '0.766749'}",2024-12-01 13:30:00,"{'w': '0.6464', 'd': '0.2311', 'l': '0.1225'}"
26729,True,82,228,"{'h': '1', 'a': '1'}","{'h': '1.01086', 'a': '1.57274'}",2024-12-01 13:30:00,"{'w': '0.2101', 'd': '0.279', 'l': '0.5109'}"
26726,True,87,88,"{'h': '2', 'a': '0'}","{'h': '3.70054', 'a': '0.745015'}",2024-12-01 16:00:00,"{'w': '0.9556', 'd': '0.0348', 'l': '0.0096'}"
26737,True,285,78,"{'h': '0', 'a': '1'}","{'h': '0.471708', 'a': '1.65422'}",2024-12-03 19:30:00,"{'w': '0.0817', 'd': '0.2191', 'l': '0.6992'}"
26738,True,75,81,"{'h': '3', 'a': '1'}","{'h': '2.78061', 'a': '2.87716'}",2024-12-03 20:15:00,"{'w': '0.3889', 'd': '0.1982', 'l': '0.4129'}"
26735,True,72,229,"{'h': '4', 'a': '0'}","{'h': '1.49904', 'a': '0.847724'}",2024-12-04 19:30:00,"{'w': '0.5314', 'd': '0.2926', 'l': '0.176'}"
26739,True,88,249,"{'h': '3', 'a': '0'}","{'h': '3.20169', 'a': '0.802155'}",2024-12-04 19:30:00,"{'w': '0.8848', 'd': '0.0839', 'l': '0.0313'}"
26740,True,86,87,"{'h': '3', 'a': '3'}","{'h': '1.52057', 'a': '2.22766'}",2024-12-04 19:30:00,"{'w': '0.2287', 'd': '0.224', 'l': '0.5473'}"
26741,True,74,80,"{'h': '1', 'a': '5'}","{'h': '1.91014', 'a': '5.8331'}",2024-12-04 19:30:00,"{'w': '0.0093', 'd': '0.0242', 'l': '0.9665'}"
26733,True,83,89,"{'h': '2', 'a': '0'}","{'h': '2.96684', 'a': '0.256083'}",2024-12-04 20:15:00,"{'w': '0.9711', 'd': '0.0262', 'l': '0.0027'}"
26734,True,71,244,"{'h': '3', 'a': '1'}","{'h': '3.21673', 'a': '1.13266'}",2024-12-04 20:15:00,"{'w': '0.8304', 'd': '0.1131', 'l': '0.0565'}"
26736,True,228,220,"{'h': '3', 'a': '1'}","{'h': '0.666644', 'a': '1.09939'}",2024-12-05 19:30:00,"{'w': '0.2013', 'd': '0.3279', 'l': '0.4708'}"
26732,True,73,82,"{'h': '1', 'a': '0'}","{'h': '3.27716', 'a': '0.623934'}",2024-12-05 20:15:00,"{'w': '0.9101', 'd': '0.0674', 'l': '0.0225'}"
26748,False,72,87,"{'h': None, 'a': None}","{'h': None, 'a': None}",2024-12-07 12:30:00,
26742,True,71,74,"{'h': '1', 'a': '0'}","{'h': '2.51338', 'a': '0.385832'}",2024-12-07 15:00:00,"{'w': '0.886', 'd': '0.0919', 'l': '0.0221'}"
26743,True,244,86,"{'h': '4', 'a': '2'}","{'h': '1.746', 'a': '1.95645'}",2024-12-07 15:00:00,"{'w': '0.3256', 'd': '0.2421', 'l': '0.4323'}"
26747,True,78,88,"{'h': '2', 'a': '2'}","{'h': '1.21476', 'a': '1.5846'}",2024-12-07 15:00:00,"{'w': '0.2665', 'd': '0.2649', 'l': '0.4686'}"
26744,True,89,249,"{'h': '2', 'a': '3'}","{'h': '1.4697', 'a': '0.651217'}",2024-12-07 17:30:00,"{'w': '0.6066', 'd': '0.2619', 'l': '0.1315'}"
26749,True,228,83,"{'h': '1', 'a': '1'}","{'h': '0.150988', 'a': '2.4333'}",2024-12-08 14:00:00,"{'w': '0.0014', 'd': '0.0264', 'l': '0.9722'}"
26750,True,285,73,"{'h': '1', 'a': '2'}","{'h': '1.5668', 'a': '3.49127'}",2024-12-08 14:00:00,"{'w': '0.0631', 'd': '0.1127', 'l': '0.8242'}"
